95768,47564,47372,396669
454728,65781,99444,236065
389487,221621,15318,100787
402958,458,370243,311824
489016,127964,177898,377671
272588,245624,4852,87211
201787,99418,35875,188452
237381,200649,27614,232618
8801,5639,945,477525
496182,257547,222068,288590
163169,50589,88247,332922
47160,30135,12308,333226
250568,2458,39516,474582
121879,99099,13281,396711
51017,26499,16874,1339
216524,215702,133,491073
75662,73789,818,360376
109413,44617,30865,200782
314889,5468,274051,290252
316715,171210,141365,140425
86962,16443,34769,26854
423183,403689,2873,334538
477042,312925,29922,391974
398153,102561,168157,102672
328308,150758,96399,160702
379601,271331,97393,107594
417653,35837,182926,478921
444565,262676,40794,135210
262901,65631,31993,244848
462758,206011,176630,115681
401022,301194,36765,424507
354882,120079,41744,63719
436159,399438,860,453162
400507,90886,52446,220703
146548,64196,3036,58524
444738,29338,217395,472267
151476,130809,14986,151050
330811,174631,107027,487023
22400,18852,2659,495264
41804,32591,6988,418465
72284,36241,6926,101905
121859,1288,71406,499764
323937,225135,54128,415580
365046,168406,16080,437643
225204,213815,237,66440
182027,155504,14096,306766
235108,104577,27201,98454
409277,93196,22817,20050
345924,161932,98927,122250
40726,39789,415,449931
247799,5233,50377,197280
232513,103904,24431,143977
234859,159865,21112,243245
215153,208349,5015,73829
38472,36723,590,119922
486617,113124,350021,148595
402784,281707,50659,187109
286327,193914,85754,148822
405815,318428,78873,411063
42986,24050,6745,46064
180255,129779,35429,145718
127222,20059,27342,494424
370013,215736,137515,194627
40430,20768,7500,388366
212464,132142,49974,137690
403880,258998,121865,188399
371742,329109,11783,402991
350585,18769,934,559
267988,8879,86247,383712
499070,365427,36325,266948
160523,110719,35830,446966
409566,29493,269834,192059
327137,263323,22114,179800
448381,369111,62748,284358
107261,90488,16341,418156
357043,89500,207541,349748
83955,16703,5889,122640
293207,194926,94640,443825
251579,185333,36864,412916
284915,36157,51008,61941
86078,56673,1946,484831
231278,196994,24510,261649
156612,73422,48024,89627
245613,175167,60910,456288
148180,49720,40008,213666
475000,372103,13396,95591
314824,204898,57142,212160
435393,328090,53161,119293
281287,10482,147566,486680
224660,49617,67486,261367
286041,48622,70636,83003
476875,437476,37144,116658
30776,15815,4058,82035
226978,66032,43966,189879
135003,52399,3296,155139
40513,22022,11556,261752
287740,130446,1441,351234
70861,53147,3330,94406
226499,208900,10356,220980
326358,43704,68324,172140
220342,219255,167,394094
51809,9099,12210,335895
435974,9341,287526,42754
183691,116863,15470,415774
28746,1629,7793,460218
70564,6934,2374,489789
345479,117534,91998,17203
255907,4573,94945,220632
140126,130194,2435,225168
262004,261378,530,476148
62821,47314,11449,245000
389176,196242,30816,114680
181157,130455,3256,223357
75139,22933,44270,210685
257826,33110,168748,166417
143245,66557,27917,203352
4529,520,3819,88971
138776,69038,47398,270008
440541,132692,103784,359350
219428,32735,88577,311950
498786,103816,166116,472604
482529,303782,65043,280338
443698,149500,288107,339985
147926,78573,8634,315660
216679,210499,2998,11976
90781,86742,3641,93676
336495,251945,61108,225359
486305,316651,116382,394818
87278,44848,23258,431114
284100,168144,46625,304239
285127,66064,2757,421748
351254,235806,32225,106889
230139,2379,118801,223328
320209,150576,108484,53612
41289,24370,3813,345503
136663,34093,38513,147288
406608,13512,276908,347047
236343,219872,7880,154773
298190,255399,12049,260994
11273,7731,2837,388625
374067,373594,50,339596
156000,57,148700,186964
442258,195110,83188,430850
182353,129660,39771,239889
76607,9962,52758,429177
39952,2069,30248,441302
204317,5359,61687,285956
127421,65634,1884,436723
76139,61802,3872,312185
56707,50103,2779,378586
81771,78380,1399,348574
5543,3594,1837,447692
10210,3247,2196,171908
229433,168859,37333,352858
396689,192540,176872,83610
187605,134740,6894,279134
141104,135069,1228,104868
369131,331052,27231,137696
78137,23283,50430,77426
233204,141782,62517,332765
351207,345237,32,335268
54047,29710,21821,111260
126993,39127,1160,474565
229258,11449,33831,129215
190905,41547,33495,353933
271205,7513,99945,315702
230341,152923,15674,469476
16365,15458,387,401364
339445,31248,182413,5744
159930,147241,12395,189519
50255,15960,26270,179264
80254,31049,15126,393320
303150,71601,89817,111200
218551,189934,15936,98036
196616,24383,137879,326503
459574,197224,152519,66302
4883,2551,1568,450504
83003,14025,66372,326596
472267,334508,103390,109330
473138,76681,330466,482363
58366,41736,15262,367651
37300,11124,22277,51695
228276,132798,63546,393646
219396,54376,21753,29591
148243,136011,9411,79495
401226,301016,31747,86573
338367,307193,27449,122554
70553,56734,5384,210330
191970,149922,18764,97481
148917,89198,26018,338879
271509,150856,48534,481416
365349,229880,81287,383555
80810,67185,1881,487864
478280,139111,170813,328791
227844,28842,89338,422333
273911,130834,123984,335160
55400,52906,599,198062
87736,14210,18525,276024
12378,5459,6829,320455
469452,219486,244675,29824
112300,58682,26057,112008
493087,351993,78842,54423
453792,340999,104872,190316
110529,98610,3799,498303
69971,15862,15395,301565
353763,30636,316703,385433
165025,134213,15472,475973
356607,345743,9287,209580
371004,364147,3167,351861
295361,263608,20998,439653
493109,172185,163659,416977
286761,119521,18180,207333
110914,50283,39560,296628
314438,300835,3164,365919
261516,6998,113031,21346
327333,176397,125167,235797
198996,191465,229,8780
63478,7419,52934,451750
441966,202131,180957,455915
165632,133581,26988,487395
161178,130333,14646,468509
287469,249509,25059,147100
91627,27518,56916,467666
333870,290179,30152,350584
246189,151028,38486,2415
289387,88800,67474,188260
268414,59933,159102,72273
386351,154180,176366,467291
386701,175865,28278,400353
349470,23966,32867,432204
152227,27863,119180,53059
252438,4293,233079,424161
137786,18521,42571,319998
405832,180462,178669,230335
167737,61272,86727,113283
317316,43852,238758,411017
76226,72220,1750,179546
261238,100204,101234,109929
131017,79845,25087,267236
374937,371092,3219,219448
430208,145230,66323,179400
330696,46541,263244,418787
389370,371750,14205,39621
193171,108946,82613,396195
105188,19740,68902,190311
3960,3438,484,234423
405738,244243,105387,232778
115637,93850,15687,220047
404498,226147,145563,474484
309700,217429,5252,213273
483707,75519,52830,7115
292080,143486,49339,471216
62125,15911,10917,121256
241613,62607,55844,196886
81042,23396,30866,211350
241338,237151,1437,172004
99700,262,66484,297979
248953,150661,97633,306369
41671,32100,6672,472175
418361,16436,382133,456419
251644,169035,57530,240788
266620,115924,123508,173190
252959,10940,48342,256252
335385,138510,95398,448083
414426,232875,104714,165671
492414,125569,8421,316105
389009,299064,5630,439876
401451,395031,1922,380312
345526,111000,194168,207694
270386,258233,6738,491682
169676,91758,17334,356854
390890,63482,304576,39560
418529,401350,9363,87346
398551,388595,9786,287550
96731,34271,2488,93574
490671,380403,68444,448507
423459,65775,273288,191603
284338,249094,4005,277440
85498,26068,34036,454620
207652,89343,44100,367311
8767,2114,2370,149963
280343,18748,224079,288680
85806,45280,7915,19755
289480,258704,5305,446847
270529,140283,41529,497466
477636,375798,87959,241209
344440,80779,83939,445927
33618,25484,7774,178493
323837,254258,11218,326279
388888,68489,171545,350987
265004,53895,191855,243084
256123,225128,21202,177647
58025,14860,26671,359198
