414924,275544,66507,206352
439286,340616,26601,56386
160772,147881,2895,452722
21565,4678,3502,191969
376898,196431,140050,245658
499627,265836,18920,365699
397815,240443,110036,104119
411834,398073,6367,391906
450068,244223,149785,152298
172986,96187,66556,311397
48520,3959,30502,28832
225179,157244,16658,338726
230761,72894,97508,380684
200397,23875,129210,80604
288517,189397,42335,447756
128599,106677,15334,154132
189446,111267,25837,96477
139324,123956,5640,319504
313608,91511,209615,183071
39212,1192,9918,384465
198153,132658,9342,372926
289666,185131,39882,284521
69531,49673,14111,443742
326417,213629,11489,436374
479714,12074,198976,271731
156771,124818,5983,475577
157105,103292,33583,138389
23510,17182,5937,44839
229214,139005,61930,299407
466741,5202,378124,331206
395547,183387,103778,49948
139723,107455,3220,413424
125326,83534,32368,8764
423815,217823,151049,397774
314837,127615,132228,452305
119394,95408,19701,210174
422700,85306,198162,347353
351786,101506,46877,471906
193127,122663,4351,353848
97927,10501,62147,425341
400025,279924,119985,310359
192154,7004,112499,468195
239833,181747,33861,351112
178793,133671,32321,445757
224117,84244,75978,279912
114895,56668,23329,57523
319104,163453,93723,62755
75540,57700,14380,446448
455475,432406,3092,128479
190090,4897,158583,70247
135695,84943,17556,434238
364394,181751,168889,477926
77885,77327,132,411766
492365,52516,422542,39644
136397,126546,1415,402655
250585,158641,76462,475582
300716,75019,168019,309612
337690,47809,41897,357932
101509,61376,22128,361154
9121,5980,130,147170
373347,323611,8435,336851
337052,316319,2751,37346
492192,59358,398298,275206
31041,3692,20079,352754
235773,139741,38099,172153
472358,447983,7845,40954
141096,90354,20589,217290
342715,192641,45505,69360
143724,44461,28838,303081
428488,27017,267583,423831
409018,403811,4720,50395
88623,58113,13259,95184
236595,95132,27050,481320
51214,46836,2756,440720
92926,8959,83302,77720
237637,181896,9877,497240
285721,41612,77875,488681
400962,282709,92653,96365
397564,43771,129436,349263
99171,5576,58697,4011
389912,34936,194530,451223
209153,84617,8764,166987
169034,77640,76846,433410
467691,146596,229452,388187
270662,41386,190056,118109
256559,27182,16899,404684
258784,82820,85852,162875
324730,130315,41854,112318
70768,2943,6965,264337
450787,415488,5083,256763
363527,145417,191856,327552
114998,88773,750,447010
14002,2321,10610,50336
424541,45858,213494,168602
61462,31893,8268,230363
108857,61585,12303,220335
376231,76875,144430,375122
180307,101324,45489,200286
62373,44604,14065,212682
14705,5791,2990,482079
332024,36792,191694,121838
414973,239213,31369,277068
318695,150662,124687,44270
435906,400305,7909,206597
141612,3753,67427,390989
369747,11173,124931,259102
218312,91548,6002,282532
32948,14081,7201,395345
275093,40998,204097,486856
2103,160,693,424772
286477,131217,136709,19851
402100,374230,12544,317245
368923,83921,92795,316718
34804,16773,2328,327163
19038,4101,11960,492938
276560,100864,121263,169760
182962,138776,28536,31265
1553,655,141,436433
10846,6154,1930,443125
56168,5684,9980,456180
77247,62764,3875,328297
356605,134749,79315,364322
307338,67922,20862,226974
361811,128787,76711,356330
101536,25809,10808,482094
70657,9626,29168,227914
412972,175528,92318,497182
321384,298721,13855,413883
108420,47873,12446,126129
66126,43965,13811,277540
417629,22207,352374,271662
132725,3321,2005,85576
384312,278130,22390,263182
497785,438182,42278,32668
388669,306066,45402,246836
333287,281689,30110,222477
304103,286718,296,411820
64121,12615,39456,134808
294935,106932,131000,66884
171289,119048,11555,48781
120527,2404,66661,363147
454102,29995,67541,252582
124727,9004,48862,401155
469225,154517,307781,427892
29822,3341,15782,421738
76192,30659,33437,446663
219434,30397,11050,135190
78126,8504,2652,488975
161884,38974,99236,305613
481518,421644,34625,199431
224552,102899,83513,148462
153855,29670,119815,53913
288727,67663,43618,466026
238537,120641,2209,190875
40746,30885,4154,499380
27902,23466,3889,50320
13752,8457,235,15801
343542,53529,171241,168779
79418,52649,19539,279111
194248,7428,7616,355652
258822,143340,23573,196172
367249,242355,97793,392498
37971,25056,10517,393997
271157,94897,123467,177484
452838,366030,36141,488875
257097,195407,42001,341109
33167,5909,23477,150818
215383,122320,16946,307835
217553,76362,102949,488674
39633,15168,4264,64169
152738,106282,34861,304452
3688,3017,415,456472
341307,197941,120722,482436
180460,55202,117464,181845
432216,17370,365078,348119
217648,105758,70428,426429
321622,261376,46863,385908
